"Brand","Price","Photo","Model.Number","Engine.Type","Fuel.Type","Fuel.Tank.Capacity..Litres.","Air.Conditioner","Heater","AntiLock.Braking.System","Central.Locking","Power.Steering","Power.Windows","Leather.Seats","Anti.Lock.Braking","Brake.Assist","Central.Locking.1","Power.Door.Locks","Child.Safety.Locks","Night.Rear.View.Mirror","Rear.Seat.Belts","Door.Ajar.Warning","Adjustable.Seats","Crash.Sensor","Engine.Check.Warning","Rear.Camera","Anti.Theft.Device","Touch.Screen","Audio.System.Remote.Control","Speakers.Front...back","Bluetooth.Connectivity","USB...Auxiliary.Input","Adjustable.Steering.Column","Height.Adjustable.Driving.Seat","Digital.Clock","Smoke.Headlamps","Electric.Folding.Rear.View.Mirror","Automatic.Climate.Control","Low.Fuel.Warning.Light","Parking.Sensors","Bottle.Holder","Voice.Control","Seat.Belt.Warning","Vehicle.Stability.Control.System","Engine.Immobilizer","Rear.Reading.Lamp","Radio","Outside.Temperature.Display","Fog.Lights.Front...Back","Centrally.Mounted.Fuel.Tank","CD.Player","DVD.Player","Electric.Adjustable.Seats","Keyless.Entry","Tyre.Pressure.Monitor","Smart.Access.Card.Entry","Xenon.Headlamps","Halogen.Headlamps","Removable.Convertible.Top","Cassette.Player","power_hp","pojemnosc_L","moment_obrotowy_lb_ft","wysokosc_in","dlugosc_in","szerokosc_in","rozstaw_osi_in","przeswit_in","cylindry","bak","skrzynia_biegow","naped","siedzenia","drzwi","waga_lbs","paliwo","city_mpg","highway_mpg","nadwozie"
"Aston Martin","A","https://www.ccarprice.com/products/Aston_Martin_Rapide_E.jpg","Rapide E","V12","Gasoline","TBC","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","","","","Yes","Yes","","Yes","Yes","","","","",602,NA,519,75.9,197.6,75.9,117.7,4.2,12,0,"Automatic","all",4,4,4717,"Petrol",14,21,"Coupe"
"Aston Martin","A","https://www.ccarprice.com/products/AstonMartin_DBX_2023.jpg","DBX 2023","4.0-liter Twin-Turbo V8 Gas","Gasoline","22.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","Yes","","","","",542,4,516,66.1,198.4,80.7,120.5,7.5,8,83,"Automatic","all",5,4,NA,"Petrol",14,18,"SUV"
"Aston Martin","A","https://www.ccarprice.com/products/AstonMartin_DBX_2023_1.jpg","DBX 2022","4.0-liter Twin-Turbo V8 Gas","Gasoline","22.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","","Yes","Yes","","Yes","Yes","","","Yes","","","Yes","Yes","Yes","Yes","","","","","","","",542,4,516,66.1,198.4,80.7,120.5,7.5,8,83,"Automatic","all",5,4,4068,"Petrol",14,18,"SUV"
"Aston Martin","158,180","https://www.ccarprice.com/products/Aston_Martin_Vantage_V12_Roadster_2022.jpg","Vantage V12 Roadster 2022","5.2L","Premium","19.3 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",690,5.2,542,50.1,177.7,78,106.5,6.5,12,72,"Automatic","rear",2,2,3957,"Petrol",18,24,"Convertible"
"Aston Martin","298,200","https://www.ccarprice.com/products/AstonMartin_V12_Vantage_Coupe_2023.jpg","V12 Vantage 2023","5.2L Twin-Turbo V12 Gas","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",690,5.2,542,50.1,177.7,78,106.5,NA,NA,NA,"Automatic","rear",2,2,3957,"Unknown",NA,NA,"Coupe"
"Aston Martin","2,160,000","https://www.ccarprice.com/products/AstonMartin_DBR22_2023.jpg","DBR22 2023","5.2-liter twin-turbo V12","Gasoline","TBC","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","","","Yes","","","","","","","","","","Yes","","Yes","","","","Yes","",705,5.2,555,47,178.1,78.3,106.5,NA,NA,0,"Automatic","rear",2,2,NA,"Petrol",14,22,"Convertible"
"Aston Martin","298,200","https://www.ccarprice.com/products/AstonMartin_V12_Vantage_2022.jpg","V12 Vantage 2023","5.2L Twin-Turbo V12 Gas","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",690,5.2,555,NA,NA,NA,NA,NA,NA,NA,"Automatic","rear",2,2,NA,"Unknown",NA,NA,"Coupe"
"Aston Martin","179,800","https://www.ccarprice.com/products/Aston_Martin_Vantage_Roadster_F1_Edition_Convertible_2022.jpg","Vantage Roadster F1 Edition Convertible 2022","4.0L Twin-Turbo V8 Gas","Gasoline","19.3 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","Yes","","","","","",527,4,505,50.1,176.8,76.5,106.5,3.5,8,72,"Automatic","rear",2,2,4107,"Petrol",18,24,"Convertible"
"Aston Martin","330,600","https://www.ccarprice.com/products/Aston_Martin_DBS_2023.jpg","DBS 2023","5.2L Twin-Turbo V12 Gas","Gasoline","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",715,5.2,663,50.4,185.5,77.5,110.4,3.5,12,76,"Automatic","rear",4,2,4068,"Petrol",14,22,"Coupe"
"Aston Martin","179,800","https://www.ccarprice.com/products/Aston_Martin_Vantage_Roadster_F1_Edition_2023.jpg","Vantage Roadster F1 Edition 2023","4.0L Twin-Turbo V8 Gas","Gasoline","19.3 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",527,4,505,50.1,175.8,76.5,106.5,NA,8,72,"Automatic","rear",2,2,NA,"Petrol",NA,NA,"Coupe"
"Aston Martin","316,300","https://www.ccarprice.com/products/Aston_Martin_DBS_2022.jpg","DBS 2022","5.2L Twin Turbo V12 Gas","Gasoline","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",715,5.2,663,50.4,185.5,77.5,110.4,3.5,NA,NA,"Automatic","rear",4,2,4068,"Petrol",14,24,"Coupe"
"Aston Martin","168,500","https://www.ccarprice.com/products/Aston_Martin_Vantage_F1_Edition_2023.jpg","Vantage F1 Edition 2023","4.0L Twin-Turbo V8 Gas","Gasoline","19.3 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","Yes","","","","","",527,4,505,76.5,176.8,50.1,106.5,NA,NA,72,"Automatic","rear",2,2,NA,"Petrol",NA,NA,"Coupe"
"Aston Martin","232,500","https://www.ccarprice.com/products/Aston_Martin_DB11_V12_2023_1.jpg","DB11 V12 2023","5.2L Twin Turbo V12 Gas","","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","","","","","","","",630,5.2,516,50.8,187,76.7,110.4,6.9,NA,76,"Automatic","rear",4,2,4134,"Unknown",14,22,"Coupe"
"Aston Martin","285,600","https://www.ccarprice.com/products/Aston_Martin_DB11_V8_2022.jpg","Vanquish Manual 2022","4.0L Twin-Turbo V8 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",503,4,513,51.2,186.6,76.7,110.4,4.4,8,76,"Automatic","rear",4,2,4134,"Petrol",18,24,"Coupe"
"Aston Martin","450,000","https://www.ccarprice.com/products/Aston_Martin_Vanquish_Manual_2022.jpg","Vanquish Manual 2022","3.0L Twin-Turbo V6 Gas","Petrol","78 liters","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","Yes","","","","","","","",595,3,630,50.9,184.7,75.2,107.8,5.1,6,78,"Manual","rear",2,2,3833,"Petrol",11,15,"Coupe"
"Aston Martin","232,000","https://www.ccarprice.com/products/AstonMartin_DBX707_2022.jpg","DBX 707 2022","4.0L Twin-Turbo V8 Gas","Gasoline","22.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","Yes","","","","",697,4,663,66.1,198.4,78.7,120.5,6.9,8,83,"Automatic","all",5,4,4940,"Petrol",NA,NA,"SUV"
"Aston Martin","185,900","https://www.ccarprice.com/products/Aston_Martin_DBX_V8_2023_1.jpg","DBX V8 2023","4.0L Twin-Turbo V8 Gas","Gasoline","22.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","","","","","","",542,4,516,66.1,198.4,80.7,120.5,7.5,8,83,"Automatic","all",5,4,4940,"Petrol",14,20,"SUV"
"Aston Martin","176,900","https://www.ccarprice.com/products/AstonMartin_DBX_V8_2022.jpg","DBX V8 2022","4.0L Twin-Turbo V8 Gas","Gasoline","22.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","Yes","","","","",542,4,516,66.1,198.4,78.7,120.5,7.5,8,83,"Automatic","all",5,4,4940,"Petrol",14,20,"SUV"
"Aston Martin","139,000","https://www.ccarprice.com/products/AstonMartin_Vantage_F1_Edition_2022.jpg","Vantage F1 Edition 2022","4.0L Twin-Turbo V8 Gas","Gasoline","19.3 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","","","","Yes","","Yes","","","","Yes","",527,4,505,50.1,175.8,76.5,106.5,NA,8,72,"Automatic","rear",2,2,NA,"Petrol",NA,NA,"Coupe"
"Aston Martin","334,700","https://www.ccarprice.com/products/AstonMartin_DBS_Volante_RWD_2022.jpg","DBS Volante RWD 2022","5.2L Twin-Turbo V12 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","","","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","","","","","",715,5.2,663,51,185.5,77.5,110.4,3.5,12,76,"Automatic","rear",4,2,4107,"Petrol",14,22,"Convertible"
"Aston Martin","217,000","https://www.ccarprice.com/products/Aston_Martin_DB11_V8_Coupe_2023.jpg","DB11 V8 Coupe 2023","4.0L Twin-Turbo V8 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","","Yes","","","","","","Yes","","Yes","","","","","",528,4,513,50.8,186.6,76.7,110.4,NA,8,76,"Automatic","rear",4,2,3880,"Petrol",18,24,"Coupe"
"Aston Martin","233,200","https://www.ccarprice.com/products/Aston_Martin_DB11_V8_Volante_2023.jpg","DB11 V8 Volante 2023","4.0L Twin-Turbo V8 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","","","","","","","","Yes","","Yes","","","","","",528,4,513,51.2,186.6,76.7,110.4,NA,8,76,"Automatic","rear",4,2,4134,"Petrol",18,24,"Convertible"
"Aston Martin","220,900","https://www.ccarprice.com/products/AstonMartin_DB11_V8_Volante_2022.jpg","DB11 V8 Volante 2022","4.0L Twin-Turbo V8 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","","","","","","Yes","","Yes","","","","","",528,4,513,51.2,186.6,76.7,110.4,NA,8,76,"Automatic","rear",4,2,4134,"Petrol",18,24,"Convertible"
"Aston Martin","155,100","https://www.ccarprice.com/products/Aston_Martin_Vantage_Roadster_2023.jpg","Vantage Roadster 2023","4.0L Twin-Turbo V8 Gas","Gasoline","19.3 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","Yes","","Yes","","Yes","","","Yes","","","","","Yes","","","","","","Yes","",503,4,505,50.1,175.8,76.5,106.5,NA,8,72,"Automatic","rear",2,2,3847,"Petrol",18,24,"Convertible"
"Aston Martin","147,000","https://www.ccarprice.com/products/AstonMartin_Vantage_Roadster_2022.jpg","Vantage Roadster 2022","4.0L Twin-Turbo V8 Gas","Gasoline","19.3 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","","","","Yes","","Yes","","","","Yes","",503,4,505,50.1,175.8,76.5,106.5,NA,8,72,"Automatic","rear",2,2,NA,"Petrol",18,24,"Convertible"
"Aston Martin","179,800","https://www.ccarprice.com/products/Aston_Martin_Vantage_Roadster_F1_Edition_2022.jpg","Vantage Roadster F1 Edition 2022","4.0L Twin-Turbo V8 Gas","Gasoline","19.3 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","","","","Yes","","Yes","","","","Yes","",527,4,505,50.1,175.8,76.5,106.5,NA,8,72,"Automatic","rear",2,2,NA,"Petrol",NA,NA,"Coupe"
"Aston Martin","143,900","https://www.ccarprice.com/products/AstonMartin_Vantage_Coupe_2023.jpg","Vantage Coupe 2023","4.0L Twin-Turbo V8 Gas","Gasoline","19.3 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","Yes","","","","Yes","","Yes","Yes","","","","","Yes","","","","","","Yes","",503,4,505,50.1,175.8,76.5,106.5,NA,8,72,"Automatic","rear",2,2,NA,"Petrol",18,24,"Coupe"
"Aston Martin","245,900","https://www.ccarprice.com/products/AstonMartin_DB11_AMR_2022_1.jpg","DB11 AMR RWD 2022","5.2L Twin-Turbo V12 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","","","","","","Yes","","Yes","","","","","",630,5.2,516,50.8,186.6,76.7,110.4,NA,12,76,"Automatic","rear",4,2,4134,"Petrol",15,22,"Coupe"
"Aston Martin","205,600","https://www.ccarprice.com/products/AstonMartin_DB11_V8_Coupe_2022.jpg","DB11 V8 Coupe 2022","4.0L Twin-Turbo V8 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","","","","","","Yes","","Yes","","","","","",528,4,513,50.8,186.6,76.7,110.4,NA,8,76,"Automatic","rear",4,2,3880,"Petrol",18,24,"Coupe"
"Aston Martin","330,600","https://www.ccarprice.com/products/AstonMartin_DBS_Coupe_2023.jpg","DBS Coupe 2023","5.2-liter Twin-Turbo V12 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","Yes","","","Yes","","","","","","","",715,5.2,663,50.4,185.5,77.5,110.4,3.5,12,76,"Automatic","rear",4,2,4068,"Petrol",14,22,"Coupe"
"Aston Martin","349,800","https://www.ccarprice.com/products/Martin_DBS_Volante_2023.jpg","Martin DBS Volante 2023","5.2-liter Twin-Turbo V12 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","","","","","","",715,5.2,663,50,185.5,77.5,110.4,3.5,12,76,"Automatic","rear",4,2,4107,"Petrol",14,22,"Convertible"
"Aston Martin","245,900","https://www.ccarprice.com/products/AstonMartin_DB11_AMR_2022.jpg","DB11 AMR 2022","5.2L Twin-Turbo V12 Gas","Premium","20.5 gallons","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","","","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","","","Yes","","Yes","","","Yes","","",630,5.2,516,50.8,186.6,76.8,110.4,NA,12,76,"Automatic","rear",4,2,4134,"Petrol",15,22,"Coupe"
"Aston Martin","316,300","https://www.ccarprice.com/products/AstonMartin_DBS_Coupe_2022.jpg","DBS Coupe 2022","5.2L Twin-Turbo V12 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","","","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","","","","","",715,5.2,663,50.4,185.5,77.5,110.4,3.5,12,76,"Automatic","rear",4,2,4068,"Petrol",14,22,"Coupe"
"Aston Martin","334,700","https://www.ccarprice.com/products/AstonMartin_DBS_Volante_2022_1.jpg","DBS Volante 2022","5.2L Twin-Turbo V12 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","","","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","","","","","",715,5.2,663,51,185.5,77.5,110.4,3.5,12,76,"Automatic","rear",4,2,4107,"Petrol",14,22,"Convertible"
"Aston Martin","3,250,000","https://www.ccarprice.com/products/AstonMartin_Valkyrie_Spider_2022.jpg","Valkyrie Spider 2022","6.5L V12 Hybrid","Premium","TBC","Yes","Yes","","Yes","Yes","Yes","","","","Yes","","","","","","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","Yes","","Yes","","","","","",1160,6.5,663,NA,NA,NA,NA,NA,12,0,"Automatic","rear",2,2,NA,"Petrol",NA,NA,"Coupe"
"Aston Martin","176,900","https://www.ccarprice.com/products/AstonMartin_DBX_AWD_2022_1.jpg","DBX AWD 2022","4.0-liter Twin-Turbo V8 Gas","Gasoline","22.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","Yes","","","","",542,4,516,66.1,198.4,78.7,120.5,7.5,8,83,"Automatic","all",5,4,4940,"Petrol",14,18,"SUV"
"Aston Martin","3,500,000","https://www.ccarprice.com/products/Aston_Martin_Valkyrie_AMR_PRO_2022.jpg","Valkyrie AMR PRO 2022","6.5L V12 Hybrid","Premium","20.5 gallons","Yes","Yes","","Yes","Yes","Yes","","","","Yes","","","","","","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","","","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","Yes","","Yes","","","","","",1000,6.5,663,50.4,185.5,77.5,110.4,4.2,12,76,"Automatic","rear",4,2,4107,"Petrol",14,22,"Coupe"
"Aston Martin","139,000","https://www.ccarprice.com/products/AstonMartin_Vantage_Coupe_2022.jpg","Vantage Coupe 2022","4.0L Twin-Turbo V8 Gas","Gasoline","19.3 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","","","","Yes","","Yes","","","","Yes","",503,4,505,50.1,175.8,76.5,106.5,NA,8,72,"Automatic","rear",2,2,NA,"Petrol",18,24,"Coupe"
"Aston Martin","1,260,000","https://www.ccarprice.com/products/AstonMartin_Valhalla_2023_1.jpg","Valhalla 2023","3.0L Twin-Turbo V6 Gas","Hybrid","TBC","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","","","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","","Yes","","","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","Yes","","Yes","","","","Yes","",1000,3,NA,NA,NA,NA,NA,NA,NA,0,"Automatic","",2,2,NA,"Hybrid",NA,NA,"Coupe"
"Aston Martin","3,500,000","https://www.ccarprice.com/products/AstonMartin_Valkyrie_2022_1.jpg","Valkyrie 2022","6.5L V12 Hybrid","Premium","","Yes","Yes","","Yes","Yes","Yes","","","","Yes","","","","","","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","","","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","Yes","","Yes","","","","","",1160,6.5,663,NA,NA,NA,NA,NA,12,NA,"Automatic","rear",2,2,NA,"Petrol",NA,NA,"Coupe"
"Aston Martin","364,700","https://www.ccarprice.com/products/AstonMartin_DBS_Superleggera_Volante_2022.jpg","DBS Superleggera Volante 2022","5.2-liter Twin-Turbo V12 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","","","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","","","","","",715,5.2,663,50.4,185.5,77.5,110.4,3.5,12,76,"Automatic","rear",4,2,4107,"Petrol",14,22,"Convertible"
"Aston Martin","346,300","https://www.ccarprice.com/products/AstonMartin_DBS_Superleggera_2022.jpg","DBS Superleggera 2022","5.2-liter Twin-Turbo V12 Gas","Premium","20.5 gallons","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","","","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","","","","","",715,5.2,663,50.4,185.5,77.5,110.4,3.5,12,76,"Automatic","rear",4,2,4068,"Petrol",14,22,"Coupe"
